ITEM_NM,SUBITEM_NM,CTPRVN_NM,SIGNGU_NM,CLUB_NM,TROBL_TY_NM,OPER_TIME_CN,CLUB_INTRCN_CN
탁구,,부산,북구,리더스클럽탁구동호회,지체장애,매주 일요일 14:00-18:00,본회의 목적은 장애인 및 비장애인 탁구를 통하여 건전한 정신과 건강을 유지하고 회원 상호간의 친목 도모와 지속적인 유대강화를 그 목적으로 함.
탁구,,서울,양천구,양천장애인종합복지관 탁구클럽,기타장애,매주 월-금 13:00 - 18:00,
탁구,,충남,예산군,한사랑탁구 스포츠클럽,지체장애,매주 목 14:00~17:00,
탁구,,경기,부천시,해피탁구클럽,지체장애,매주 월~금  09시~18시,지체장애인들의 사회적 활동 및 자립생활에 도움을 주고자 서로 정보도 공유하며 협력하고  열심히 운동하는 클럽입니다.
탁구,,부산,영도구,한마음,지체장애,화.목13:00~17:00,즐기면서 운동하는 클럽
탁구,,경기,구리시,구리탁구모임클럽,지체장애,매주 화 오전 9시,
탁구,뉴스포츠,충남,계룡시,계룡시장애인탁구클럽,기타장애,"매주 화,목 오후2시30분",장애인과 비장애인의 체력증진과 화합의 목적으로 운동중
탁구,,충남,공주시,공주시탁구교실,시각장애,매주 목요일 13:30,
탁구,,충남,태안군,태안군탁구클럽,시각장애,"월,수 오후 3시",
탁구,,충북,충주시,2021 충주시각탁구클럽,시각장애,"월,수 9시~11시30분",(사)충북시각장애인복지연합회충주시지회 충주 시각탁구클럽 입니다.
탁구,,부산,강서구,가람탁구클럽,지체장애,매주 수요일 3시간,"가람장애인자립생활센터는 장애인편의시설을 모두 갖추고 있는 부산 강서구에 위치한 비영리민간단체입니다. 장애인탁구동호회를 운영하고 있으며, 탁구에 관심과 열정이 있으신분들을 초대합니다."
탁구,,경기,안산시단원구,상록탁구동아리,지체장애,"매주 화,목 12시30분",안산시 사동에 소재한 상록장애인복지관에서 경기도 일대 거주하고 탁구를 사랑하고 탁구를 통하여 장애인과 비장애인이 함께 어울려 상호간의 이해와 친목을 도모하고 건강한 정신과 강인한 체력을 함양하여 이웃 사랑과 지역발전에 일조함을 목적으로 하는 동아리 모임입니다.
탁구,,충북,진천군,2021 진천장애인탁구동호회,지체장애,화.목 오전 10시,2006년도 만들어져 지금까지 활동하고 있는 동호회 클럽입니다.
탁구,,경기,시흥시,임팩트탁구클럽,지체장애,매주 목 11시~13시,시흥시 장애인 탁구 클럽 활동 단체로 각 체급별 인원이 모여서 소통과 운동을 하며 자발적 사회활동을 하며 건강 증진을 목적으로 운영됨
탁구,,경기,시흥시,스카이탁구클럽,지체장애,매주 화요일 11시-13시,시흥시 장애인 탁구 클럽 활동 단체로 각 체급별 인원이 모여서 소통과 운동을 하며 자발적 사회활동을 하며 건강 증진을 목적으로 운영됨
탁구,,경기,양평군,양평군장애인탁구클럽,기타장애,"매주 월, 수, 금 오후1시~5시",양평군에 거주하는 장애인으로 양평군장애인복지관을 이용하는 이용자 분들을 중심으로 양평군장애인복지관에서 양평군 장애인이면 누구나  함께 운동을 하는 탁구클럽입니다.
탁구,,충남,,탁구 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 탁구종목 대회에 참가하기위해 신청하는 클럽입니다.
탁구,,충남,홍성군,홍성군 미래로 탁구스포츠클럽,지체장애,"매주 월,금 오후 2시",
탁구,,경남,의령군,꿈돌이탁구단,시각장애,매주 월 오전10시,"경남시각장애인복지연합회 의령군지회 내 의령군 시각장애인주간보호센터는 지역의 특성상 회원의 대다수가 고령으로 배울 수 있는 스포츠가 한정되어 있다. 시각장애인 탁구는 일반탁구와 달리 청각에 의지하여 네트 아래로 탁구공을 주고받는 방식으로 누구나 손쉽게 배울 수 있는 스포츠로 장애인체육동아리 꿈돌이 탁구단을 통해서 장애로 인해 활동량이 적은 시각장애인에게 신체적 정신적 단련과 자신감, 도전의식을 고취시킬 수 있는 계기를 마련하고자 한다. 또한 이 기회를 통해 시각장애인의 자립도를 향상시키고, 정치적 사회적 경제적 문화적 지위를 격상시키며 시각장애인의 복리증진과 권익옹호를 도모, 완전한 사회참여와 평등이념을 실현하고 자립의욕을 고취하는데 긍정적인 영향을 주고자한다."
탁구,,서울,광진구,광진구 직장인 일요운동탁우회,지체장애,매주 일 12:30 - 18:00,회원 대부분 직장인이어서 매주 일요일 12:30에서 18:00까지 정립회관 체육관 2층 탁구장에 모여 친목도모를 위해 한주의 스트레스를 풀며 지내면서 서로 탁구로 어울리는 클럽입니다.
탁구,,충남,천안시,셀러브리티탁구스포츠클럽,지체장애,매주 목 14:00~16:00,
탁구,쇼다운,경남,남해군,소치사클럽,시각장애,매주 목  오후 1시,남해지역 시각장애인들의 건강증진과 친선도모를 위한 시각장애인 스포츠단에 사랑과 열정을 함께하고 나아가 시각장애인스포츠 활동과 저변 확대의 발전을 위함을 목적으로 한다.
탁구,,경남,양산시,꿈달다장애인탁구동호회,지적장애,"매주 화, 목 오후 4시30분",
탁구,,경남,김해시,푸른소나무회,지체장애,매주 월.화.수.목.금.토 오전10~오후5:30,"안녕하세요 푸른소나무회 김해시장애인탁구동아리입니다. 회원 상호간의 친목도모와 장애인의 삶의 질을 향상시키고, 나아가서는 장애인생활체육 탁구 저변 확대에 기여함을 목적으로 한다."
탁구,,광주,남구,무등산시각탁구,시각장애,"매주 수,금 오전 10시",
탁구,,경남,,탁구 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 탁구종목 대회에 참가하기위해 신청하는 클럽입니다.
탁구,,경남,합천군,황강 탁구,지체장애,"매주화,금오후3시",저희황강 탁구는 지체장애인으로 구성되었으나 비장애인들과도 같이 훈련을 하고 또같이시합을 해도 손색이 없을 만큼  뛰어난 실력을 갖추고 있으며 각종 대회에 참가하여 우승을 하였으며 지자체 친선게임도 많이 참여 하였습니다 좀 더많은 회원을 확보하기위하여 끝없는홍보 활동을 하고 있으며 더 많은실력 정진을위하여 다같이노력하는체육동아리입니다.
탁구,,광주,서구,가온탁구클럽,지체장애,"매주 월,화,수,목 오전10시~오후 4시30분","탁구를 사랑하는 사람들이라면 누구나 참여할 수 있습니다. 초보자들의 체계적인 훈련과 다양한 교실프로그램을 통해서 개인의 기량향상을 도모하며 기존선수들과 함께 동호회,어울림대회와 각종 국내대회를 참가해서 소귀의 목표를 달성하는 등 클럽활성화를 위해 노력하는 클럽입니다."
탁구,,경남,사천시,사천시와룡장애인 탁구클럽,지체장애,오후2시~5시,안녕하세요
탁구,쇼다운,경남,김해시,김해회오리시각탁구,시각장애,매주 화 오후1시,
탁구,,광주,남구,달뫼탁구클럽,기타장애,"매주 화, 목 오후 13시~15시",광주광역시남구장애인종합복지관 달뫼탁구클럽 입니다
탁구,,충남,보령시,힐링탁구스포츠클럽,지체장애,월~금요일13~17시까지,보령관내 장애인등록장애인 지체.지적.청각.정신 장애인이면 누구나 즐탁.건탁을 할수있고 현제 회원수28명이며 서로배려하구 도와주면 즐탁건탁하는 힐링탁구스포츠클럽이랍니다
탁구,,경남,남해군,남해군장애인탁구클럽,지체장애,매주 월-금 오후2시,저희 클럽은 장애인과 비 장애인으로 구성된 클럽이며 지역사회의 일원으로 함께하는 차별을 넘어 평화를 추구하는 클럽 입니다
탁구,,경기,광명시,광명시나래장애인탁구클럽,지체장애,"매주 화, 목  오후2시",서울에 가까이 접해있지만 생활체육의 불모지로 서울로 가서 문화체육을 즐기는 광명시 중증장애인을 대상으로 광명시 생활체육의 활성화와 체력 향상 및 재활의욕을 함양하기 위해 활동하고 있습니다.
탁구,,경기,고양시,고양시장애인탁구클럽,기타장애,"매주 월, 수, 금 오후 1시~5시",장애인스포츠를 알리는 클럽으로 시작하여  생활체육탁구를 즐기다가 전문탁구선수로의 발전을 하는 클럽 재가장애인들의 활동영역을 넓히는 클럽
탁구,,충남,서산시,모드니탁구클럽,기타장애,"수,목 오전 10시 ~ 12시",
탁구,,부산,남구,평화복지탁구클럽,뇌병변장애,"매주 목,금 13:30",
탁구,,전남,광양시,자립센터탁구클럽,지적장애,매주 화 오전10시,장애인의 건강과 재활을 위한 친목 탁구클럽
탁구,,광주,서구,가온누리 탁구 동호회,지체장애,"매주 화, 목 오후 7시",장애와 비장애인이 함께 탁구로 인하여 사회활동 저변 확대와 전문 탁구 기술을 습득하여 각종 대회 참석과 탁구인 화합도모에 주안점을 두고 열정을 갖고 클럽활동을 운영하고 있음
탁구,,충남,서천군,서천군 시각장애인협회 시각탁구,시각장애,매주 수 오후 2시,서천군 시각탁구입니다.
탁구,,충남,부여군,사비탁구클럽,청각장애,매주 목 13:30~15:00,
탁구,,서울,,탁구 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 탁구종목 대회에 참가하기위해 신청하는 클럽입니다.
탁구,,경남,창원시,날개탁구동아리,기타장애,매주화요일 오후 4시30분부터 5시 30분,발달장애인과 봉사자로 이루어진 스포츠 동아리
탁구,,대구,달서구,달구벌탁구클럽,지체장애,"매주 월,수 2시",장애인과 비장애인이 함께 운동하는클럽입니다.
탁구,,경남,합천군,합천시각탁구동아리,시각장애,매주 수 오후 1시 ~ 3시,
탁구,,충남,태안군,2021년 장애인생활체육 탁구 교실,기타장애,"매주 월,금 오후 4시",
탁구,,충남,태안군,2021년 장애인생활체육 탁구 교실,기타장애,매주 수 오후 13시 30분,
탁구,,충남,태안군,2021년 장애인생활체육 탁구 교실,기타장애,매주 월 오후 3시,
탁구,,부산,연제구,곰두리좌식탁구클럽,지체장애,"매주 월,금 17시, 매주 토 13시",ㅇ 2011년 7월 5일 곰두리클럽동호회 창단. ㅇ 생활체육의 새로운 종목(좌식탁구)으로 활동함. ㅇ 장애인 비장애인 구분없이 동등한 조건 운동함.
탁구,,충남,홍성군,홍성탁구클럽,청각장애,"화, 금 오후 2시",홍성군 장애인 탁구 클럽입니다.
탁구,,서울,노원구,평화어울림탁구클럽,지체장애,"매주 월, 수",
탁구,,서울,성북구,성탁회(성북구탁구클럽),지체장애,"매주 월, 금 오전 10시~11시30분","지체장애인, 발달장애인으로 구성 된 탁구동호회 &quot;성탁회&quot; 입니다. 많은 장애인분들과 운동을 통해 건강하고 즐거워졌으면 좋겠습니다. 많은 관심 바랍니다."
탁구,,경남,남해군,보물섬탁구단,지적장애,매주 목 오후 2시,
탁구,,제주,,탁구 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 탁구종목 대회에 참가하기위해 신청하는 클럽입니다.
펜싱,,광주,서구,염주펜싱,지체장애,"매주 월,수 오후 2시",안녕하세요 ~ 염주펜싱클럽입니다 !
펜싱,,충남,홍성군,휠체어펜싱교실,지체장애,"매주 월,화,목,금 / 10:00 ~ 11:00",휠체어펜싱교실은 지체장애 및 뇌병변장애인이 참여할 수 있는 종목입니다. 고정된 휠체어위에서 겨뤄지는 검술 경기 펜싱!  많은 참여 바랍니다!
보치아,기타,서울,강서구,모자이크 보치아클럽,뇌병변장애,"매주 수,금 오후2시","저희 모자이크 보치아클럽은 자유롭게 쉽게 누구나 즐길 수 있는 스포츠 팀으로 구성 되었있습니다. 단&apos; 클럽 내 규정과 규칙을 두고 목표을 설정하여, 중증장애인의 생활 스포츠로써 많은 중증장애인들이 함께 할 수 있는 공동체로 체계적인 기반을 구축하고자 합니다.  또한, 중증장애인들의 자립과 문화 공동체 및 여가활동을 기반으로 하여 전문 선수로 활동 할 수 있는 목적과  퇴행성 장애를 조금이나마 지연 시키는 예방적 효과를 기대하며, 생활에 활동성을 불어 넣어 사회구성원에  나가고자 하는 목적을 두었습니다."
보치아,,충남,태안군,장애인생활체육 보치아클럽,뇌병변장애,매주 화 오후 15시,
보치아,,부산,북구,부산하모니,뇌병변장애,매주 토 오후 13시,2001년부터 보치아 훈련과 친목도모를 하고 있습니다. 관심이 있으신분들 연락주세요.
보치아,,서울,은평구,네잎클로버보치아클럽,뇌병변장애,"매주 화,금 오후2시",안녕하세요. 은평장애인자립생활센터 보치아자조모임으로 회원들간의 회의를 통해 운영하고 있습니다. (활동시간은 상황에 따라 변경될 수 있습니다.)
보치아,,전남,순천시,보치아은볼클럽,뇌병변장애,매주 화 오후 2시~4시,"중증장애인과 경증장애인, 비장애인이 어울어진 보치아클럽."
보치아,,경기,화성시,화성희망나래보치아클럽,뇌병변장애,매주 수요일 오전10시,화성시 유일한 보치아 클럽
보치아,,서울,강서구,강서구 허리케인보치아,뇌병변장애,매주 화 오후 2시,안녕하세요 남은자장애인자립생활센터 보치아 팀 &quot;허리케인&quot;입니다. 많은 관심과 신청부탁드립니다.
보치아,,강원,,보치아 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 보치아종목 대회에 참가하기위해 신청하는 클럽입니다.
보치아,,전남,나주시,나주시드림보치아클럽,지체장애,매주 화요일 09:30~11:30,
보치아,,충남,청양군,청양보치아클럽,지체장애,매주 수 10시,
보치아,,경기,오산시,세상밖으로 보치아클럽,뇌병변장애,"매주 수,금 14시",
보치아,,부산,북구,부산뇌병변복지관 보치아클럽,뇌병변장애,매주 목요일 14시~17시,부산뇌병변복지관 내 보치아 동호회입니다
보치아,,경기,용인시,용인시장애인보치아연맹 구르네,지적장애,금 오전 10시,"뇌병변, 지적장애인들의 생활체육 클럽입니다."
보치아,,경기,시흥시,시흥 퍼펙트,뇌병변장애,매주 월.수.금 오후 1~4시,우리 시흥 퍼펙트는 시흥시의 유일한 중중장애인 보치아 클럽 입니다.  좋은 환경속에서 전문선수와 생활체육으로 함께 나아가는 클럽니다.
보치아,,경남,진주시,한마음보치아동호회,뇌병변장애,매주 화.수 오후1시,
보치아,,광주,광산구,나눔보치아클럽,뇌병변장애,매주 월요일 오후 1시,안녕하세요. 나눔보치아클럽 입니다.  나눔보치아클럽은 보치아를 얼마나 사랑하고   보치아 연습을 하기 위해 회원분들이 모였습니다.  감사합니다.
보치아,,충남,서산시,서산쇠똥구리보치아클럽,뇌병변장애,"월,수,금 오후 2시",우리는 충남 서산시에서 보치아를 통해 장애와 비장애인이 어울려 보치아 경기력 향상과 여가활동을 즐기는 동호회입니다.
보치아,,경기,파주시,자유로보치아클럽,지체장애,매주 수 오후 2시,
보치아,,충남,태안군,장애인 생활체육 보치아교실,뇌병변장애,"매주 월,금 10시",
보치아,,경기,포천시,포천어울림보치아클럽,뇌병변장애,"화, 목 오후 2시",
보치아,,경기,광주시,광주시장애학생스포츠클럽,뇌병변장애,매주 월 오후 2시,
보치아,,경기,군포시,꿈을담아던지다(군포),지적장애,"매주 월,수 13시",군포시에서 생활스포츠(보치아)를 즐기는 모임입니다
보치아,,충북,제천시,2021 제천시장애인큰나무보치아클럽,지적장애,매주 목요일 14:00~15:00,충북 제천시에서 보치아 경기를 함께 즐기는 모임입니다.
보치아,,충남,예산군,예산사랑보치아클럽,뇌병변장애,매주 수요일 오후13시,안녕하세요. 예산사랑보치아클럽 입니다. 매주 수요일 13:00~15:00 예산군장애인종합복지관 체육관에서 진행 합니다.
보치아,,대구,달서구,2021 위풍당당 보치아 클럽,뇌병변장애,"매주 화, 목 오후 2시 ~ 오후 4시",생활체육 위풍당당 보치아 교실은 평상시 잘 사용하지 않는 근육을 사용함으로써 신체적 기능을 향상 시키고 일상생활에 활력을 불어넣어 삶의 질 향상 및 건전한 여가생활을 영위하기 위해 만들어졌습니다.
보치아,,서울,노원구,노원구 삼색공의열정 보치아클럽,기타장애,"매주 금요일, 14:00~17:00",안녕하세요! 저회클럽은 비장애인과 함께 어울려 화합의 장을 열고자 하오니 많은 관심부탁드립니다.
보치아,,서울,성동구,성동 햇빛사랑 보치아클럽,지체장애,"매주 화,목,금 12시30분~15시30분",성동장애인종합복지관 소속 보치아팀 햇빛사랑입니다.
보치아,,광주,북구,우리이웃백구보치아클럽,뇌병변장애,"매주 월,금 오후 3시",광주 북구를 대표하는 우리이웃장애인자립생활센터 백구보치아 클럽입니다.
보치아,,부산,부산진구,부산오륙도보치아클럽,뇌병변장애,매주 월 토 오후13시,저희오륙도보치아클럽을 소개하겠습니다. 우리클럽은 2000년도에 설립하여 올해 딱 21년 되는 클럽입니다. 19년 동안 우수한 보치아 성적 및 부산클럽들 주최로 개최되는 클럽리그전 우승 5연패를 하였으며 올해도 우승을 위하여 열심히 훈련에 매진하고 있습니다. 관심 있으신 분은 저희 클럽에 가입주세요^^
보치아,,충남,서천군,다함께 보치아클럽,뇌병변장애,"매주 월, 목 10시",복지관을 이용하시는 중증 장애인분들을 위주로 구성된  보치아 클럽입니다~  항상 웃음과 행복이 가득한 클럽입니다^^
보치아,,충북,청주시,2021 충북보치아클럽,지체장애,매주 수 13:00~15:00,뇌성마비와 학부모님으로  구성된 클럽입니다.
보치아,,광주,북구,장복 보치아,지체장애,"매주 월, 목 오전10시30분",장애인들과 재미있고 흥미있는 운동이 될수 있도록 노력하는 클럽이 되겠습니다
보치아,,전남,여수시,동백원보치아클럽,기타장애,매주 수 오전 10시,"동백원보치아클럽은 지체,뇌병변,지적장애인이 함께 어울려 뇌병변장애인 스포츠인 보치아를 배우고 즐기는 모임입니다. 관심 있으신 분들의 참여 기다립니다~! ^^"
보치아,,부산,사상구,다모아클럽,뇌병변장애,매주 월 오후 2시,뇌병변 장애인만큼 지적 장애인도 많은 클럽입니다
보치아,,충남,홍성군,2021 홍성나래보치아동호회,뇌병변장애,"매즈 월,화 14:00~16:00",
보치아,,서울,노원구,노원프리닉스 보치아클럽,뇌병변장애,"매주 화, 목 오후 2시",
보치아,,경기,남양주시,남양주다산장애인보치아클럽,뇌병변장애,매주 월 18:00-20:00,남양주시! 다산장애인보치아클럽입니다
보치아,,경기,양주시,양주씨밀레보치아,뇌병변장애,매주 월.수.금 오후14~18,
보치아,,강원,춘천시,춘천장애인자립생활센터보치아클럽,뇌병변장애,"매주 수,목 오후 2시-4시","중증장애인들에게 문화체육활동 참여를 제공하고, 신체재활을 목적으로 한다."
보치아,,대구,동구,다릿돌보치아어울림클럽,지적장애,금 오후 4시,
보치아,,경북,경산시,경산자립센터 보치아자조모임,뇌병변장애,매주 수 오후 2시,
보치아,,부산,북구,부메랑,뇌병변장애,"매주 월,수,금 오후2시~5시",
보치아,,부산,연제구,피워휠,뇌병변장애,매주 월 14시~17시,보치아를 통한 사회활동 활성화와 자립의지를 높이고 활동을 통해 기초체력을 향상 시키고 지역사회 속에서 자신감을 갖게한다
보치아,,경남,양산시,한우리 보차아,뇌병변장애,매주목 오전 10시,뇌병변 장애인건강증진
보치아,,부산,사하구,어울빛2,뇌병변장애,"매주 월,화,목,금","뇌병변중증장애인과 지체 중증장애인 그 보조자로 구성해서 정신적, 육체적 향상을 위하여 친목도모하는 클럽입니다."
사이클,,서울,,사이클 개인(클럽없음),,,클럽에 소속되지 않은 동호인이 사이클종목 대회에 참가하기위해 신청하는 클럽입니다.
사이클,,경기,하남시,러브하남사이클클럽,시각장애,매주 화요일 오후1:30,
사이클,,경남,양산시,양산데프MTB클럽,청각장애,"매주 토,일 5시간",다양한 자전거(MTB) 모임을 통하여 안전하게 자전거을 배우고 즐기며 회원들의 건강증진과 상호간의 친목을 도모
사이클,핸드사이클,부산,해운대구,부산장애인휠체어사이클동호회,지체장애,"매주 수, 금 오전10~12","부산시 척수장애인 휠체어사이클동우회 매주 수,금 모여서 친목 도모와 체력증진을 위한 클럽 입니다"
